Term	Gene
GO:0043565	Q16533
GO:0004017	Q68FP8
GO:0004127	Q68FP8
GO:0004550	Q68FP8
GO:0005524	Q68FP8
GO:0005737	Q68FP8
GO:0005829	Q68FP8
GO:0005930	Q68FP8
GO:0009142	Q68FP8
GO:0016208	Q68FP8
GO:0016310	Q68FP8
GO:0021591	Q68FP8
GO:0036126	Q68FP8
GO:0097729	Q68FP8
GO:0004364	Q3T100
GO:0004602	Q3T100
GO:0005635	Q3T100
GO:0005783	Q3T100
GO:0005789	Q3T100
GO:0006629	Q3T100
GO:0010314	Q9Y343
GO:0015031	Q9Y343
GO:0030659	Q9Y343
GO:0032266	Q9Y343
GO:0070273	Q9Y343
GO:1901981	Q9Y343
GO:0005615	Q5R2J4
GO:0005886	Q5R2J4
GO:0016055	Q5R2J4
GO:0017147	Q5R2J4
GO:0030178	Q5R2J4
GO:0005737	Q08DU8
GO:0005768	Q08DU8
GO:0007596	Q08DU8
GO:0008089	Q08DU8
GO:0030133	Q08DU8
GO:0030318	Q08DU8
GO:0031083	Q08DU8
GO:0031175	Q08DU8
GO:0031201	Q08DU8
GO:0032402	Q08DU8
GO:0032816	Q08DU8
GO:0033299	Q08DU8
GO:0035646	Q08DU8
GO:0042803	Q08DU8
GO:0043227	Q08DU8
GO:0046907	Q08DU8
GO:0048490	Q08DU8
GO:0050942	Q08DU8
GO:0051015	Q08DU8
GO:0061025	Q08DU8
GO:1904115	Q08DU8
GO:0000795	Q9UHC1
GO:0001673	Q9UHC1
GO:0003682	Q9UHC1
GO:0003696	Q9UHC1
GO:0005524	Q9UHC1
GO:0005634	Q9UHC1
GO:0005654	Q9UHC1
GO:0005712	Q9UHC1
GO:0006298	Q9UHC1
GO:0007130	Q9UHC1
GO:0007131	Q9UHC1
GO:0007140	Q9UHC1
GO:0007144	Q9UHC1
GO:0008104	Q9UHC1
GO:0016887	Q9UHC1
GO:0019237	Q9UHC1
GO:0030983	Q9UHC1
GO:0032300	Q9UHC1
GO:0140664	Q9UHC1
GO:0005576	O75665
GO:0005634	O75665
GO:0005813	O75665
GO:0005814	O75665
GO:0005829	O75665
GO:0005929	O75665
GO:0015630	O75665
GO:0016020	O75665
GO:0031514	O75665
GO:0034451	O75665
GO:0036064	O75665
GO:0042802	O75665
GO:0043014	O75665
GO:0043015	O75665
GO:0060090	O75665
GO:0060271	O75665
GO:0060287	O75665
GO:0003727	Q9VUQ5
GO:0004521	Q9VUQ5
GO:0005634	Q9VUQ5
GO:0005737	Q9VUQ5
GO:0005829	Q9VUQ5
GO:0007279	Q9VUQ5
GO:0007349	Q9VUQ5
GO:0007367	Q9VUQ5
GO:0009047	Q9VUQ5
GO:0009616	Q9VUQ5
GO:0016442	Q9VUQ5
GO:0030422	Q9VUQ5
GO:0033227	Q9VUQ5
GO:0035190	Q9VUQ5
GO:0035194	Q9VUQ5
GO:0035195	Q9VUQ5
GO:0035197	Q9VUQ5
GO:0045071	Q9VUQ5
GO:0046872	Q9VUQ5
GO:0051607	Q9VUQ5
GO:0070551	Q9VUQ5
GO:0070578	Q9VUQ5
GO:0070922	Q9VUQ5
GO:0071598	Q9VUQ5
GO:0080188	Q9VUQ5
GO:0098586	Q9VUQ5
GO:1990124	Q9VUQ5
GO:0005794	Q92839
GO:0005886	Q92839
GO:0006024	Q92839
GO:0007155	Q92839
GO:0010764	Q92839
GO:0030213	Q92839
GO:0036120	Q92839
GO:0042802	Q92839
GO:0045226	Q92839
GO:0050501	Q92839
GO:0085029	Q92839
GO:0003779	Q9EPC6
GO:0003785	Q9EPC6
GO:0005546	Q9EPC6
GO:0005737	Q9EPC6
GO:0005856	Q9EPC6
GO:0010633	Q9EPC6
GO:0016887	Q9EPC6
GO:0030036	Q9EPC6
GO:0030833	Q9EPC6
GO:0030837	Q9EPC6
GO:0030838	Q9EPC6
GO:0032233	Q9EPC6
GO:0032781	Q9EPC6
GO:0033138	Q9EPC6
GO:0050804	Q9EPC6
GO:0050821	Q9EPC6
GO:0051496	Q9EPC6
GO:0098685	Q9EPC6
GO:0098793	Q9EPC6
GO:0098794	Q9EPC6
GO:0098885	Q9EPC6
GO:0098978	Q9EPC6
GO:0099171	Q9EPC6
GO:1900028	Q9EPC6
GO:2000300	Q9EPC6
GO:0000781	Q9NUX5
GO:0000783	Q9NUX5
GO:0005654	Q9NUX5
GO:0007004	Q9NUX5
GO:0010521	Q9NUX5
GO:0016233	Q9NUX5
GO:0017151	Q9NUX5
GO:0032202	Q9NUX5
GO:0032206	Q9NUX5
GO:0032210	Q9NUX5
GO:0032211	Q9NUX5
GO:0032212	Q9NUX5
GO:0032508	Q9NUX5
GO:0042162	Q9NUX5
GO:0043047	Q9NUX5
GO:0051096	Q9NUX5
GO:0051973	Q9NUX5
GO:0051974	Q9NUX5
GO:0060383	Q9NUX5
GO:0061820	Q9NUX5
GO:0061821	Q9NUX5
GO:0070187	Q9NUX5
GO:0070200	Q9NUX5
GO:0098505	Q9NUX5
GO:1905773	Q9NUX5
GO:1905774	Q9NUX5
GO:1905776	Q9NUX5
GO:1990955	Q9NUX5
GO:2001032	Q9NUX5
GO:0004620	D6MZJ6
GO:0004767	D6MZJ6
GO:0005576	D6MZJ6
GO:0005737	D6MZJ6
GO:0005739	D6MZJ6
GO:0005743	D6MZJ6
GO:0005789	D6MZJ6
GO:0006672	D6MZJ6
GO:0006684	D6MZJ6
GO:0006685	D6MZJ6
GO:0031966	D6MZJ6
GO:0046513	D6MZJ6
GO:0046872	D6MZJ6
GO:0000139	Q6ZXD2
GO:0003828	Q6ZXD2
GO:0006486	Q6ZXD2
GO:0006491	Q6ZXD2
GO:0006665	Q6ZXD2
GO:0009311	Q6ZXD2
GO:0004842	Q5T447
GO:0016567	Q5T447
GO:0019905	Q5T447
GO:0043161	Q5T447
GO:0048471	Q5T447
GO:0000139	Q9BRR3
GO:0006506	Q9BRR3
GO:0016757	Q9BRR3
GO:0001881	Q8IWU2
GO:0004672	Q8IWU2
GO:0004674	Q8IWU2
GO:0004864	Q8IWU2
GO:0005524	Q8IWU2
GO:0005769	Q8IWU2
GO:0005794	Q8IWU2
GO:0005829	Q8IWU2
GO:0006468	Q8IWU2
GO:0016020	Q8IWU2
GO:0018105	Q8IWU2
GO:0018107	Q8IWU2
GO:0030426	Q8IWU2
GO:0032456	Q8IWU2
GO:0033572	Q8IWU2
GO:0043025	Q8IWU2
GO:0045022	Q8IWU2
GO:0046777	Q8IWU2
GO:0048471	Q8IWU2
GO:0055037	Q8IWU2
GO:0070853	Q8IWU2
GO:0106310	Q8IWU2
GO:0000922	Q1W6H9
GO:0005634	Q1W6H9
GO:0005815	Q1W6H9
GO:0005874	Q1W6H9
GO:0005938	Q1W6H9
GO:0030335	Q1W6H9
GO:0043014	Q1W6H9
GO:0051897	Q1W6H9
GO:0060491	Q1W6H9
GO:0005634	O43598
GO:0005829	O43598
GO:0006195	O43598
GO:0009116	O43598
GO:0009159	O43598
GO:0030307	O43598
GO:0030855	O43598
GO:0042802	O43598
GO:0042803	O43598
GO:0070062	O43598
GO:0070694	O43598
GO:0000139	Q16842
GO:0003836	Q16842
GO:0005576	Q16842
GO:0006486	Q16842
GO:0008373	Q16842
GO:0009101	Q16842
GO:0009247	Q16842
GO:0009312	Q16842
GO:0010706	Q16842
GO:0010707	Q16842
GO:0016020	Q16842
GO:0016266	Q16842
GO:0018146	Q16842
GO:0019082	Q16842
GO:0030259	Q16842
GO:0032580	Q16842
GO:0042803	Q16842
GO:0047288	Q16842
GO:0097503	Q16842
GO:1990743	Q16842
GO:0000768	Q86V25
GO:0001938	Q86V25
GO:0003779	Q86V25
GO:0004181	Q86V25
GO:0005576	Q86V25
GO:0005737	Q86V25
GO:0005829	Q86V25
GO:0005856	Q86V25
GO:0006508	Q86V25
GO:0008017	Q86V25
GO:0045765	Q86V25
GO:0045766	Q86V25
GO:0060716	Q86V25
GO:0061564	Q86V25
GO:0106423	Q86V25
GO:0140253	Q86V25
GO:0005304	O75387
GO:0005789	O75387
GO:0005886	O75387
GO:0006865	O75387
GO:0015171	O75387
GO:0015175	O75387
GO:0015179	O75387
GO:0015188	O75387
GO:0015190	O75387
GO:0015804	O75387
GO:0015818	O75387
GO:0015820	O75387
GO:0016324	O75387
GO:0051956	O75387
GO:0060358	O75387
GO:0098846	O75387
GO:1903785	O75387
GO:0005615	P46161
GO:0031731	P46161
GO:0042056	P46161
GO:0042742	P46161
GO:0060326	P46161
GO:0005178	Q95132
GO:0007155	Q95132
GO:0016020	Q95132
GO:0098609	Q95132
GO:0000922	Q5BJF6
GO:0005198	Q5BJF6
GO:0005634	Q5BJF6
GO:0005813	Q5BJF6
GO:0005814	Q5BJF6
GO:0005829	Q5BJF6
GO:0005874	Q5BJF6
GO:0005929	Q5BJF6
GO:0007283	Q5BJF6
GO:0008104	Q5BJF6
GO:0010457	Q5BJF6
GO:0030154	Q5BJF6
GO:0031267	Q5BJF6
GO:0036064	Q5BJF6
GO:0036126	Q5BJF6
GO:0043231	Q5BJF6
GO:0044782	Q5BJF6
GO:0120103	Q5BJF6
GO:1902017	Q5BJF6
GO:0006605	Q6ZWJ1
GO:0006974	Q6ZWJ1
GO:0008286	Q6ZWJ1
GO:0010827	Q6ZWJ1
GO:0010838	Q6ZWJ1
GO:0019905	Q6ZWJ1
GO:0031410	Q6ZWJ1
GO:0045335	Q6ZWJ1
GO:0050821	Q6ZWJ1
GO:0061178	Q6ZWJ1
GO:0070062	Q6ZWJ1
GO:0071346	Q6ZWJ1
GO:0098685	Q6ZWJ1
GO:0099072	Q6ZWJ1
GO:1902808	Q6ZWJ1
GO:0005777	Q24K16
GO:0008270	Q24K16
GO:0036132	Q24K16
GO:0045599	Q24K16
GO:0047522	Q24K16
GO:0000139	P0C2H4
GO:0005783	P0C2H4
GO:0005789	P0C2H4
GO:0005794	P0C2H4
GO:0015012	P0C2H4
GO:0030204	P0C2H4
GO:0030205	P0C2H4
GO:0030206	P0C2H4
GO:0030659	P0C2H4
GO:0046872	P0C2H4
GO:0047757	P0C2H4
GO:0005829	Q96PQ0
GO:0006886	Q96PQ0
GO:0007218	Q96PQ0
GO:0008188	Q96PQ0
GO:0016020	Q96PQ0
GO:0031901	Q96PQ0
GO:0043197	Q96PQ0
GO:0043204	Q96PQ0
GO:0043231	Q96PQ0
GO:0055038	Q96PQ0
GO:0060292	Q96PQ0
GO:0098839	Q96PQ0
GO:0003713	Q13772
GO:0005634	Q13772
GO:0006622	Q13772
GO:0006879	Q13772
GO:0008584	Q13772
GO:0009725	Q13772
GO:0030520	Q13772
GO:0044754	Q13772
GO:0071391	Q13772
GO:0071394	Q13772
GO:0001691	Q9Y6J8
GO:0004864	Q9Y6J8
GO:0005739	Q9Y6J8
GO:0005759	Q9Y6J8
GO:0006470	Q9Y6J8
GO:0008138	Q9Y6J8
GO:0010976	Q9Y6J8
GO:0019903	Q9Y6J8
GO:0032515	Q9Y6J8
GO:0035556	Q9Y6J8
GO:0062030	Q9Y6J8
GO:2001242	Q9Y6J8
GO:2001244	Q9Y6J8
GO:0004888	Q5W7P8
GO:0005509	Q5W7P8
GO:0007596	Q5W7P8
GO:0016020	Q5W7P8
GO:0005737	Q9C0D2
GO:0005813	Q9C0D2
GO:0005814	Q9C0D2
GO:0005829	Q9C0D2
GO:0005856	Q9C0D2
GO:0005886	Q9C0D2
GO:0007099	Q9C0D2
GO:0008017	Q9C0D2
GO:0010825	Q9C0D2
GO:0046599	Q9C0D2
GO:1901985	Q9C0D2
GO:1903724	Q9C0D2
GO:1904951	Q9C0D2
GO:1990498	Q9C0D2
GO:0003714	Q9UPV7
GO:0005634	Q9UPV7
GO:0005737	Q9UPV7
GO:0007214	Q9UPV7
GO:0008277	Q9UPV7
GO:0032228	Q9UPV7
GO:0046872	Q9UPV7
GO:0050966	Q9UPV7
GO:0003677	O75618
GO:0005730	O75618
GO:0005737	O75618
GO:0007283	O75618
GO:0008625	O75618
GO:0042177	O75618
GO:0042981	O75618
GO:0046697	O75618
GO:1901837	O75618
GO:0000978	Q86XU0
GO:0005634	Q86XU0
GO:0006355	Q86XU0
GO:0046872	Q86XU0
GO:0004930	Q96KK4
GO:0004984	Q96KK4
GO:0005886	Q96KK4
GO:0050911	Q96KK4
GO:0005739	Q9BSE5
GO:0008295	Q9BSE5
GO:0008783	Q9BSE5
GO:0033389	Q9BSE5
GO:0046872	Q9BSE5
GO:0097055	Q9BSE5
GO:0005153	P79255
GO:0005576	P79255
GO:0005615	P79255
GO:0006954	P79255
GO:0008009	P79255
GO:0008201	P79255
GO:0010628	P79255
GO:0010629	P79255
GO:0030155	P79255
GO:0030593	P79255
GO:0031328	P79255
GO:0031623	P79255
GO:0034976	P79255
GO:0035556	P79255
GO:0042119	P79255
GO:0044344	P79255
GO:0045091	P79255
GO:0045236	P79255
GO:0045744	P79255
GO:0045766	P79255
GO:0048566	P79255
GO:0050930	P79255
GO:0060354	P79255
GO:0061844	P79255
GO:0070098	P79255
GO:0071222	P79255
GO:0071347	P79255
GO:0071356	P79255
GO:2000535	P79255
GO:0005768	Q5BIR3
GO:0005925	Q5BIR3
GO:0010008	Q5BIR3
GO:0048041	Q5BIR3
GO:0050840	Q5BIR3
GO:0071944	Q5BIR3
GO:0006865	P48245
GO:0022857	P48245
GO:0043190	P48245
GO:0003677	Q9BYK8
GO:0003723	Q9BYK8
GO:0004386	Q9BYK8
GO:0004540	Q9BYK8
GO:0005524	Q9BYK8
GO:0005654	Q9BYK8
GO:0005829	Q9BYK8
GO:0016020	Q9BYK8
GO:0030374	Q9BYK8
GO:0035194	Q9BYK8
GO:0043186	Q9BYK8
GO:0045944	Q9BYK8
GO:0046872	Q9BYK8
GO:0000209	O70277
GO:0004842	O70277
GO:0005737	O70277
GO:0005769	O70277
GO:0005794	O70277
GO:0008270	O70277
GO:0015031	O70277
GO:0016567	O70277
GO:0017148	O70277
GO:0030371	O70277
GO:0030425	O70277
GO:0042802	O70277
GO:0043161	O70277
GO:0061630	O70277
GO:0098794	O70277
GO:0098978	O70277
GO:0140252	O70277
GO:0000978	Q96N38
GO:0000981	Q96N38
GO:0005634	Q96N38
GO:0006355	Q96N38
GO:0046872	Q96N38
GO:0004842	Q8VZK0
GO:0005634	Q8VZK0
GO:0005737	Q8VZK0
GO:0006511	Q8VZK0
GO:0006952	Q8VZK0
GO:0008270	Q8VZK0
GO:0016567	Q8VZK0
GO:0061630	Q8VZK0
GO:1900425	Q8VZK0
GO:1901485	Q8VZK0
GO:0000428	P14248
GO:0003677	P14248
GO:0003899	P14248
GO:0005634	P14248
GO:0006366	P14248
GO:0046872	P14248
GO:0005783	P40986
GO:0006281	P40986
GO:0006506	P40986
GO:0007049	P40986
GO:0016020	P40986
GO:0016787	P40986
GO:0046872	P40986
GO:0051301	P40986
GO:0005829	Q2KIS3
GO:0006511	Q2KIS3
GO:0031593	Q2KIS3
GO:0000978	Q96JL9
GO:0005634	Q96JL9
GO:0006355	Q96JL9
GO:0046872	Q96JL9
GO:0004984	Q7PYF4
GO:0005886	Q7PYF4
GO:0007165	Q7PYF4
GO:0007608	Q7PYF4
GO:0007610	Q7PYF4
GO:0008527	Q7PYF4
GO:0010037	Q7PYF4
GO:0016020	Q7PYF4
GO:0030424	Q7PYF4
GO:0030425	Q7PYF4
GO:0033041	Q7PYF4
GO:0043025	Q7PYF4
GO:0050909	Q7PYF4
GO:0005200	B3P4I7
GO:0005634	B3P4I7
GO:0005819	B3P4I7
GO:0005829	B3P4I7
GO:0005874	B3P4I7
GO:0005875	B3P4I7
GO:0008017	B3P4I7
GO:0031116	B3P4I7
GO:0003684	Q9VHV1
GO:0003887	Q9VHV1
GO:0005634	Q9VHV1
GO:0006260	Q9VHV1
GO:0019985	Q9VHV1
GO:0046872	Q9VHV1
GO:0003735	Q7PYH1
GO:0005739	Q7PYH1
GO:0005762	Q7PYH1
GO:0006412	Q7PYH1
GO:0003723	Q9NPE2
GO:0005576	Q9NPE2
GO:0005634	Q9NPE2
GO:0005654	Q9NPE2
GO:0005739	Q9NPE2
GO:0016604	Q9NPE2
GO:0019843	Q9NPE2
GO:0030182	Q9NPE2
GO:0031966	Q9NPE2
GO:0045171	Q9NPE2
GO:0061668	Q9NPE2
GO:0070131	Q9NPE2
GO:0072686	Q9NPE2
GO:0005759	A3KP85
GO:0016279	A3KP85
GO:0018023	A3KP85
GO:1904733	A3KP85
GO:1904736	A3KP85
GO:0005085	Q80YD6
GO:0005634	Q80YD6
GO:0005654	Q80YD6
GO:0005737	Q80YD6
GO:0005829	Q80YD6
GO:0050709	Q80YD6
GO:0001963	P24387
GO:0005576	P24387
GO:0005615	P24387
GO:0005634	P24387
GO:0005767	P24387
GO:0005771	P24387
GO:0005874	P24387
GO:0006954	P24387
GO:0007165	P24387
GO:0007565	P24387
GO:0007611	P24387
GO:0009755	P24387
GO:0030141	P24387
GO:0030425	P24387
GO:0031045	P24387
GO:0035865	P24387
GO:0042277	P24387
GO:0043196	P24387
GO:0043204	P24387
GO:0043679	P24387
GO:0045055	P24387
GO:0048149	P24387
GO:0051424	P24387
GO:0051459	P24387
GO:0051460	P24387
GO:0071277	P24387
GO:0071314	P24387
GO:0071320	P24387
GO:0071356	P24387
GO:0071391	P24387
GO:0071392	P24387
GO:0071466	P24387
GO:0080135	P24387
GO:0097211	P24387
GO:1900011	P24387
GO:2000310	P24387
GO:0001933	Q9JJ78
GO:0004674	Q9JJ78
GO:0004708	Q9JJ78
GO:0004713	Q9JJ78
GO:0005524	Q9JJ78
GO:0005634	Q9JJ78
GO:0006468	Q9JJ78
GO:0018105	Q9JJ78
GO:0018107	Q9JJ78
GO:0032435	Q9JJ78
GO:0032873	Q9JJ78
GO:0034644	Q9JJ78
GO:0043161	Q9JJ78
GO:0050728	Q9JJ78
GO:0051403	Q9JJ78
GO:0106310	Q9JJ78
GO:0000139	Q9WVK0
GO:0001666	Q9WVK0
GO:0004945	Q9WVK0
GO:0005789	Q9WVK0
GO:0005794	Q9WVK0
GO:0005886	Q9WVK0
GO:0005938	Q9WVK0
GO:0008217	Q9WVK0
GO:0030659	Q9WVK0
GO:0042802	Q9WVK0
GO:0043231	Q9WVK0
GO:0001650	Q0VCJ7
GO:0003924	Q0VCJ7
GO:0003925	Q0VCJ7
GO:0005525	Q0VCJ7
GO:0005654	Q0VCJ7
GO:0005829	Q0VCJ7
GO:0005886	Q0VCJ7
GO:0008285	Q0VCJ7
GO:0009725	Q0VCJ7
GO:0019003	Q0VCJ7
GO:0030308	Q0VCJ7
GO:0000179	Q9VH38
GO:0003723	Q9VH38
GO:0005739	Q9VH38
GO:0005759	Q9VH38
GO:0006390	Q9VH38
GO:0006391	Q9VH38
GO:0031167	Q9VH38
GO:0034246	Q9VH38
GO:0005737	Q7Z6K3
GO:0008318	Q7Z6K3
GO:0018342	Q7Z6K3
GO:0005739	Q6DC58
GO:0005743	Q6DC58
GO:0007399	Q6DC58
GO:0033617	Q6DC58
GO:0097177	Q6DC58
GO:0000151	Q9UKV5
GO:0000209	Q9UKV5
GO:0004842	Q9UKV5
GO:0005634	Q9UKV5
GO:0005783	Q9UKV5
GO:0005789	Q9UKV5
GO:0005794	Q9UKV5
GO:0005829	Q9UKV5
GO:0006511	Q9UKV5
GO:0007165	Q9UKV5
GO:0007568	Q9UKV5
GO:0007611	Q9UKV5
GO:0016020	Q9UKV5
GO:0016055	Q9UKV5
GO:0030425	Q9UKV5
GO:0030426	Q9UKV5
GO:0030433	Q9UKV5
GO:0030674	Q9UKV5
GO:0030968	Q9UKV5
GO:0032092	Q9UKV5
GO:0032991	Q9UKV5
GO:0034450	Q9UKV5
GO:0036513	Q9UKV5
GO:0038023	Q9UKV5
GO:0038061	Q9UKV5
GO:0042802	Q9UKV5
GO:0043025	Q9UKV5
GO:0043130	Q9UKV5
GO:0044314	Q9UKV5
GO:0044322	Q9UKV5
GO:0046872	Q9UKV5
GO:0048471	Q9UKV5
GO:0051087	Q9UKV5
GO:0051865	Q9UKV5
GO:0061630	Q9UKV5
GO:0070936	Q9UKV5
GO:0090090	Q9UKV5
GO:1904288	Q9UKV5
GO:1904380	Q9UKV5
GO:1990381	Q9UKV5
GO:2000638	Q9UKV5
GO:0000122	P54259
GO:0001906	P54259
GO:0003713	P54259
GO:0003714	P54259
GO:0005634	P54259
GO:0005654	P54259
GO:0005737	P54259
GO:0007283	P54259
GO:0007417	P54259
GO:0008340	P54259
GO:0008584	P54259
GO:0009791	P54259
GO:0016363	P54259
GO:0016477	P54259
GO:0019904	P54259
GO:0030011	P54259
GO:0032094	P54259
GO:0035264	P54259
GO:0048471	P54259
GO:0051402	P54259
GO:0070161	P54259
GO:0005739	Q8IMZ9
GO:0005783	Q8IMZ9
GO:0008344	Q8IMZ9
GO:0010629	Q8IMZ9
GO:0016020	Q8IMZ9
GO:0030968	Q8IMZ9
GO:0031625	Q8IMZ9
GO:0055074	Q8IMZ9
GO:0000500	Q08747
GO:0001165	Q08747
GO:0001181	Q08747
GO:0005634	Q08747
GO:0005730	Q08747
GO:0006325	Q08747
GO:0006361	Q08747
GO:0042790	Q08747
GO:0045943	Q08747
GO:0005739	Q9DCV6
GO:0005743	Q9DCV6
GO:0005829	Q9DCV6
GO:0008625	Q9DCV6
GO:0019901	Q9DCV6
GO:0043281	Q9DCV6
GO:0043539	Q9DCV6
GO:0140467	Q9DCV6
GO:0140468	Q9DCV6
GO:0003682	Q32PP1
GO:0005634	Q32PP1
GO:0005654	Q32PP1
GO:0006281	Q32PP1
GO:0006974	Q32PP1
GO:0007095	Q32PP1
GO:0010212	Q32PP1
GO:0045860	Q32PP1
GO:0071168	Q32PP1
GO:1905168	Q32PP1
GO:2001032	Q32PP1
GO:0005150	Q9H0E2
GO:0005576	Q9H0E2
GO:0005737	Q9H0E2
GO:0005769	Q9H0E2
GO:0005829	Q9H0E2
GO:0006511	Q9H0E2
GO:0006914	Q9H0E2
GO:0006954	Q9H0E2
GO:0007165	Q9H0E2
GO:0016310	Q9H0E2
GO:0016604	Q9H0E2
GO:0019897	Q9H0E2
GO:0019900	Q9H0E2
GO:0030855	Q9H0E2
GO:0031624	Q9H0E2
GO:0031625	Q9H0E2
GO:0032183	Q9H0E2
GO:0032991	Q9H0E2
GO:0033235	Q9H0E2
GO:0035325	Q9H0E2
GO:0035578	Q9H0E2
GO:0035580	Q9H0E2
GO:0036010	Q9H0E2
GO:0043130	Q9H0E2
GO:0045087	Q9H0E2
GO:0045321	Q9H0E2
GO:0048471	Q9H0E2
GO:0060090	Q9H0E2
GO:0070062	Q9H0E2
GO:0070498	Q9H0E2
GO:0005737	A0JMU5
GO:0006397	A0JMU5
GO:0016274	A0JMU5
GO:0018216	A0JMU5
GO:0035243	A0JMU5
GO:0003677	B0X9H6
GO:0003700	B0X9H6
GO:0005634	B0X9H6
GO:0006355	B0X9H6
GO:0030539	B0X9H6
GO:0030540	B0X9H6
GO:0045496	B0X9H6
GO:0045497	B0X9H6
GO:0046872	B0X9H6
GO:0005765	Q95XZ6
GO:0010508	Q95XZ6
GO:0015174	Q95XZ6
GO:0015189	Q95XZ6
GO:0015819	Q95XZ6
GO:0031090	Q95XZ6
GO:0061459	Q95XZ6
GO:0080144	Q95XZ6
GO:1903826	Q95XZ6
GO:0000070	B6VQ60
GO:0000724	B6VQ60
GO:0005694	B6VQ60
GO:0005737	B6VQ60
GO:0006281	B6VQ60
GO:0006289	B6VQ60
GO:0006915	B6VQ60
GO:0006974	B6VQ60
GO:0009792	B6VQ60
GO:0016567	B6VQ60
GO:0031436	B6VQ60
GO:0046872	B6VQ60
GO:0051307	B6VQ60
GO:0061630	B6VQ60
GO:0071479	B6VQ60
GO:1905168	B6VQ60
GO:0005764	Q8BN82
GO:0005765	Q8BN82
GO:0005829	Q8BN82
GO:0005886	Q8BN82
GO:0006820	Q8BN82
GO:0006865	Q8BN82
GO:0009617	Q8BN82
GO:0015136	Q8BN82
GO:0015293	Q8BN82
GO:0015739	Q8BN82
GO:0016323	Q8BN82
GO:0022857	Q8BN82
GO:0030672	Q8BN82
GO:0031410	Q8BN82
GO:0042880	Q8BN82
GO:0001525	A2T7G9
GO:0005635	A2T7G9
GO:0005737	A2T7G9
GO:0006915	A2T7G9
GO:0016620	A2T7G9
GO:0030154	A2T7G9
GO:0051287	A2T7G9
GO:0003677	P53803
GO:0003899	P53803
GO:0005634	P53803
GO:0005654	P53803
GO:0005665	P53803
GO:0005666	P53803
GO:0005736	P53803
GO:0005829	P53803
GO:0006356	P53803
GO:0006360	P53803
GO:0006366	P53803
GO:0006383	P53803
GO:0008270	P53803
GO:0004493	Q96PE7
GO:0005759	Q96PE7
GO:0019626	Q96PE7
GO:0046491	Q96PE7
GO:0046872	Q96PE7
GO:0005634	O61902
GO:0006753	O61902
GO:0019693	O61902
GO:0046872	O61902
GO:0047631	O61902
GO:0000154	Q6IN84
GO:0000451	Q6IN84
GO:0003723	Q6IN84
GO:0005739	Q6IN84
GO:0005759	Q6IN84
GO:0016435	Q6IN84
GO:0070039	Q6IN84
GO:0005737	Q92734
GO:0005829	Q92734
GO:0006888	Q92734
GO:0042802	Q92734
GO:0043123	Q92734
GO:0043231	Q92734
GO:0048208	Q92734
GO:0070971	Q92734
GO:0004571	Q92611
GO:0005509	Q92611
GO:0005783	Q92611
GO:0005789	Q92611
GO:0005975	Q92611
GO:0006986	Q92611
GO:0016235	Q92611
GO:0030433	Q92611
GO:0036510	Q92611
GO:0044322	Q92611
GO:0045047	Q92611
GO:0051787	Q92611
GO:0097466	Q92611
GO:1904154	Q92611
GO:1904382	Q92611
GO:0005737	A7RX26
GO:0006548	A7RX26
GO:0019556	A7RX26
GO:0019557	A7RX26
GO:0046872	A7RX26
GO:0050480	A7RX26
GO:0000287	O75695
GO:0005096	O75695
GO:0005525	O75695
GO:0005654	O75695
GO:0005737	O75695
GO:0005794	O75695
GO:0005814	O75695
GO:0005886	O75695
GO:0005929	O75695
GO:0006457	O75695
GO:0006892	O75695
GO:0007601	O75695
GO:0015031	O75695
GO:0016604	O75695
GO:0031410	O75695
GO:0036064	O75695
GO:0051082	O75695
GO:0060271	O75695
GO:0070062	O75695
GO:1990075	O75695
GO:0000166	A5WW08
GO:0000209	A5WW08
GO:0004842	A5WW08
GO:0005634	A5WW08
GO:0006511	A5WW08
GO:0016567	A5WW08
GO:0016605	A5WW08
GO:0019941	A5WW08
GO:0044818	A5WW08
GO:0046872	A5WW08
GO:0051301	A5WW08
GO:0008324	Q6AZN8
GO:0032588	Q6AZN8
GO:1904257	Q6AZN8
GO:0000428	Q32PL8
GO:0003682	Q32PL8
GO:0003887	Q32PL8
GO:0003896	Q32PL8
GO:0005634	Q32PL8
GO:0005657	Q32PL8
GO:0005759	Q32PL8
GO:0006264	Q32PL8
GO:0008270	Q32PL8
GO:0009411	Q32PL8
GO:0019985	Q32PL8
GO:0030145	Q32PL8
GO:0031297	Q32PL8
GO:0042276	Q32PL8
GO:0043504	Q32PL8
GO:0062176	Q32PL8
GO:0004559	Q91W89
GO:0005654	Q91W89
GO:0005829	Q91W89
GO:0006013	Q91W89
GO:0009313	Q91W89
GO:0030246	Q91W89
GO:0046872	Q91W89
GO:0002091	Q9H977
GO:0005930	Q9H977
GO:0031982	Q9H977
GO:0042058	Q9H977
GO:0042803	Q9H977
GO:0043408	Q9H977
GO:0060271	Q9H977
GO:0003677	F6SNN2
GO:0004519	F6SNN2
GO:0005634	F6SNN2
GO:0006281	F6SNN2
GO:0051301	F6SNN2
GO:0051321	F6SNN2
GO:0003713	Q14140
GO:0005634	Q14140
GO:0005654	Q14140
GO:0005737	Q14140
GO:0005829	Q14140
GO:0030308	Q14140
GO:0005634	Q3KRE6
GO:0016567	Q3KRE6
GO:0031462	Q3KRE6
GO:0043161	Q3KRE6
