Term	Gene
GO:0035220	P51592
GO:0043130	P51592
GO:0061059	P51592
GO:0061630	P51592
GO:0070534	P51592
GO:0070936	P51592
GO:0090263	P51592
GO:1901315	P51592
GO:2000779	P51592
GO:0000052	O94760
GO:0003073	O94760
GO:0003824	O94760
GO:0005829	O94760
GO:0006525	O94760
GO:0006527	O94760
GO:0007263	O94760
GO:0008285	O94760
GO:0016403	O94760
GO:0016597	O94760
GO:0043116	O94760
GO:0045429	O94760
GO:0045766	O94760
GO:0046872	O94760
GO:0050999	O94760
GO:0070062	O94760
GO:1900038	O94760
GO:0005634	O96433
GO:0005700	O96433
GO:0005703	O96433
GO:0006351	O96433
GO:0006357	O96433
GO:0007419	O96433
GO:0008023	O96433
GO:0008024	O96433
GO:0009408	O96433
GO:0016538	O96433
GO:0032783	O96433
GO:0032786	O96433
GO:0032968	O96433
GO:0061575	O96433
GO:0070691	O96433
GO:0000122	Q2YDJ8
GO:0000785	Q2YDJ8
GO:0003714	Q2YDJ8
GO:0005634	Q2YDJ8
GO:0005654	Q2YDJ8
GO:0005700	Q2YDJ8
GO:0005829	Q2YDJ8
GO:0006325	Q2YDJ8
GO:0006357	Q2YDJ8
GO:0007049	Q2YDJ8
GO:0016279	Q2YDJ8
GO:0018024	Q2YDJ8
GO:0018026	Q2YDJ8
GO:0042054	Q2YDJ8
GO:0042799	Q2YDJ8
GO:0043516	Q2YDJ8
GO:0051301	Q2YDJ8
GO:0140944	Q2YDJ8
GO:2000042	Q2YDJ8
GO:0005737	Q6PAM1
GO:0006887	Q6PAM1
GO:0019905	Q6PAM1
GO:0042113	Q6PAM1
GO:0003723	Q9VYA7
GO:0005634	Q9VYA7
GO:0005730	Q9VYA7
GO:0006364	Q9VYA7
GO:0050998	Q8SXX4
GO:0051179	Q8SXX4
GO:0098974	Q8SXX4
GO:0098978	Q8SXX4
GO:0005546	Q8BX94
GO:0005811	Q8BX94
GO:0005829	Q8BX94
GO:0007009	Q8BX94
GO:0008526	Q8BX94
GO:0015248	Q8BX94
GO:0015485	Q8BX94
GO:0015914	Q8BX94
GO:0016020	Q8BX94
GO:0030301	Q8BX94
GO:0031234	Q8BX94
GO:0032367	Q8BX94
GO:0043231	Q8BX94
GO:0051289	Q8BX94
GO:0120020	Q8BX94
GO:0005739	Q5XIG0
GO:0016604	Q5XIG0
GO:0030054	Q5XIG0
GO:0031965	Q5XIG0
GO:0046032	Q5XIG0
GO:0046709	Q5XIG0
GO:0047631	Q5XIG0
GO:0004165	P42125
GO:0005739	P42125
GO:0005743	P42125
GO:0005759	P42125
GO:0006635	P42125
GO:0016863	P42125
GO:0042802	P42125
GO:0000151	Q9W3M3
GO:0005634	Q9W3M3
GO:0005737	Q9W3M3
GO:0005829	Q9W3M3
GO:0007605	Q9W3M3
GO:0008270	Q9W3M3
GO:0016567	Q9W3M3
GO:0043025	Q9W3M3
GO:0043066	Q9W3M3
GO:0045880	Q9W3M3
GO:0051865	Q9W3M3
GO:0061630	Q9W3M3
GO:0070936	Q9W3M3
GO:0071596	Q9W3M3
GO:0005524	Q6DKB0
GO:0005829	Q6DKB0
GO:0008253	Q6DKB0
GO:0042802	Q6DKB0
GO:0046037	Q6DKB0
GO:0046040	Q6DKB0
GO:0046054	Q6DKB0
GO:0046872	Q6DKB0
GO:0050146	Q6DKB0
GO:0050483	Q6DKB0
GO:0050484	Q6DKB0
GO:0106411	Q6DKB0
GO:0000502	Q9JHW0
GO:0004175	Q9JHW0
GO:0004298	Q9JHW0
GO:0005634	Q9JHW0
GO:0005737	Q9JHW0
GO:0005839	Q9JHW0
GO:0019774	Q9JHW0
GO:0051603	Q9JHW0
GO:0005509	P34714
GO:0005518	P34714
GO:0005604	P34714
GO:0005615	P34714
GO:0048856	P34714
GO:0050840	P34714
GO:0000166	Q61493
GO:0000724	Q61493
GO:0003677	Q61493
GO:0003887	Q61493
GO:0005634	Q61493
GO:0005730	Q61493
GO:0006260	Q61493
GO:0006281	Q61493
GO:0016035	Q61493
GO:0042276	Q61493
GO:0046872	Q61493
GO:0051539	Q61493
GO:0003143	Q7Z7M0
GO:0005509	Q7Z7M0
GO:0005634	Q7Z7M0
GO:0010468	Q7Z7M0
GO:0016020	Q7Z7M0
GO:0030326	Q7Z7M0
GO:0030509	Q7Z7M0
GO:0035108	Q7Z7M0
GO:0042074	Q7Z7M0
GO:0045879	Q7Z7M0
GO:0048704	Q7Z7M0
GO:0048842	Q7Z7M0
GO:0055113	Q7Z7M0
GO:0060971	Q7Z7M0
GO:0060972	Q7Z7M0
GO:0060976	Q7Z7M0
GO:0061371	Q7Z7M0
GO:0070062	Q7Z7M0
GO:0071907	Q7Z7M0
GO:0097094	Q7Z7M0
GO:0097155	Q7Z7M0
GO:0019899	P45895
GO:0030206	P45895
GO:0032580	P45895
GO:0047238	P45895
GO:0050510	P45895
GO:0000132	P81274
GO:0000166	P81274
GO:0001965	P81274
GO:0005092	P81274
GO:0005737	P81274
GO:0005813	P81274
GO:0005829	P81274
GO:0005938	P81274
GO:0007052	P81274
GO:0007186	P81274
GO:0016328	P81274
GO:0019904	P81274
GO:0031291	P81274
GO:0032991	P81274
GO:0042802	P81274
GO:0043621	P81274
GO:0051301	P81274
GO:0051661	P81274
GO:0060236	P81274
GO:0070840	P81274
GO:0097431	P81274
GO:0097575	P81274
GO:0099738	P81274
GO:1904778	P81274
GO:1905832	P81274
GO:0004842	O54965
GO:0005637	O54965
GO:0005654	O54965
GO:0005737	O54965
GO:0005765	O54965
GO:0005768	O54965
GO:0005783	O54965
GO:0005789	O54965
GO:0005829	O54965
GO:0006511	O54965
GO:0008432	O54965
GO:0031902	O54965
GO:0043231	O54965
GO:0046872	O54965
GO:0051640	O54965
GO:0051865	O54965
GO:0061630	O54965
GO:0070304	O54965
GO:0005198	O46037
GO:0005737	O46037
GO:0005856	O46037
GO:0005886	O46037
GO:0005912	O46037
GO:0005925	O46037
GO:0007155	O46037
GO:0008013	O46037
GO:0015629	O46037
GO:0044291	O46037
GO:0045294	O46037
GO:0051015	O46037
GO:0098592	O46037
GO:0005634	Q6P8X1
GO:0005737	Q6P8X1
GO:0005764	Q6P8X1
GO:0005768	Q6P8X1
GO:0005829	Q6P8X1
GO:0006886	Q6P8X1
GO:0030512	Q6P8X1
GO:0030904	Q6P8X1
GO:0031901	Q6P8X1
GO:0034452	Q6P8X1
GO:0034713	Q6P8X1
GO:0035091	Q6P8X1
GO:0042147	Q6P8X1
GO:0042803	Q6P8X1
GO:0043524	Q6P8X1
GO:0045892	Q6P8X1
GO:0071364	Q6P8X1
GO:0097422	Q6P8X1
GO:0098978	Q6P8X1
GO:0099072	Q6P8X1
GO:1904646	Q6P8X1
GO:0005886	Q9VCY8
GO:0009755	Q9VCY8
GO:0016020	Q9VCY8
GO:0016500	Q9VCY8
GO:0019395	Q9VCY8
GO:0032024	Q9VCY8
GO:0033211	Q9VCY8
GO:0036099	Q9VCY8
GO:0038023	Q9VCY8
GO:0042593	Q9VCY8
GO:0046872	Q9VCY8
GO:0070328	Q9VCY8
GO:0000139	O15155
GO:0005484	O15155
GO:0005789	O15155
GO:0006888	O15155
GO:0015031	O15155
GO:0016020	O15155
GO:0030133	O15155
GO:0031201	O15155
GO:0033116	O15155
GO:0048280	O15155
GO:0004143	Q09103
GO:0005524	Q09103
GO:0006654	Q09103
GO:0006661	Q09103
GO:0007205	Q09103
GO:0007601	Q09103
GO:0007602	Q09103
GO:0007605	Q09103
GO:0007608	Q09103
GO:0016020	Q09103
GO:0016056	Q09103
GO:0016059	Q09103
GO:0035556	Q09103
GO:0043052	Q09103
GO:0045494	Q09103
GO:0046339	Q09103
GO:0046834	Q09103
GO:0046872	Q09103
GO:0005085	O15013
GO:0005813	O15013
GO:0005829	O15013
GO:0019894	O15013
GO:0022011	O15013
GO:0030036	O15013
GO:0051056	O15013
GO:0051298	O15013
GO:0051496	O15013
GO:0090307	O15013
GO:0090630	O15013
GO:0001745	P10040
GO:0003383	P10040
GO:0005080	P10040
GO:0005112	P10040
GO:0005509	P10040
GO:0005634	P10040
GO:0005737	P10040
GO:0005819	P10040
GO:0005886	P10040
GO:0007163	P10040
GO:0007391	P10040
GO:0007399	P10040
GO:0007424	P10040
GO:0007435	P10040
GO:0007443	P10040
GO:0008284	P10040
GO:0016028	P10040
GO:0016324	P10040
GO:0016327	P10040
GO:0016332	P10040
GO:0016334	P10040
GO:0030507	P10040
GO:0032391	P10040
GO:0032435	P10040
GO:0032880	P10040
GO:0033157	P10040
GO:0034332	P10040
GO:0035002	P10040
GO:0035003	P10040
GO:0035088	P10040
GO:0035090	P10040
GO:0035239	P10040
GO:0035332	P10040
GO:0042051	P10040
GO:0042052	P10040
GO:0045176	P10040
GO:0045186	P10040
GO:0045218	P10040
GO:0045494	P10040
GO:0045570	P10040
GO:0045746	P10040
GO:0046621	P10040
GO:0046664	P10040
GO:0046665	P10040
GO:0048190	P10040
GO:0050821	P10040
GO:0051301	P10040
GO:0051642	P10040
GO:0060438	P10040
GO:0061024	P10040
GO:0061336	P10040
GO:0061541	P10040
GO:0098813	P10040
GO:0106036	P10040
GO:0004842	Q66JE4
GO:0005634	Q66JE4
GO:0005829	Q66JE4
GO:0006511	Q66JE4
GO:0008270	Q66JE4
GO:0016055	Q66JE4
GO:0051865	Q66JE4
GO:0061630	Q66JE4
GO:0070936	Q66JE4
GO:0072572	Q66JE4
GO:0090263	Q66JE4
GO:0003677	O65154
GO:0003713	O65154
GO:0005634	O65154
GO:0005667	O65154
GO:0060261	O65154
GO:0000045	Q9QY01
GO:0000407	Q9QY01
GO:0004674	Q9QY01
GO:0005524	Q9QY01
GO:0005737	Q9QY01
GO:0005776	Q9QY01
GO:0005829	Q9QY01
GO:0006914	Q9QY01
GO:0007165	Q9QY01
GO:0010508	Q9QY01
GO:0016020	Q9QY01
GO:0018105	Q9QY01
GO:0030659	Q9QY01
GO:0034045	Q9QY01
GO:0034727	Q9QY01
GO:0042594	Q9QY01
GO:0044805	Q9QY01
GO:0046777	Q9QY01
GO:0048668	Q9QY01
GO:0048671	Q9QY01
GO:0048675	Q9QY01
GO:0061709	Q9QY01
GO:0106310	Q9QY01
GO:0000002	O60313
GO:0000266	O60313
GO:0000287	O60313
GO:0001843	O60313
GO:0003924	O60313
GO:0005525	O60313
GO:0005654	O60313
GO:0005737	O60313
GO:0005739	O60313
GO:0005741	O60313
GO:0005743	O60313
GO:0005758	O60313
GO:0005829	O60313
GO:0005874	O60313
GO:0006915	O60313
GO:0007005	O60313
GO:0007007	O60313
GO:0007601	O60313
GO:0008017	O60313
GO:0008053	O60313
GO:0016020	O60313
GO:0019896	O60313
GO:0030061	O60313
GO:0030425	O60313
GO:0031966	O60313
GO:0043066	O60313
GO:0046039	O60313
GO:0051259	O60313
GO:0070300	O60313
GO:0090201	O60313
GO:0090398	O60313
GO:0097749	O60313
GO:1901612	O60313
GO:1902236	O60313
GO:1904115	O60313
GO:0004615	Q9VTZ6
GO:0005829	Q9VTZ6
GO:0006013	Q9VTZ6
GO:0006487	Q9VTZ6
GO:0009298	Q9VTZ6
GO:0046872	Q9VTZ6
GO:0071456	Q9VTZ6
GO:0005524	O14841
GO:0005829	O14841
GO:0006749	O14841
GO:0017168	O14841
GO:0042802	O14841
GO:0005789	Q9H3N1
GO:0012505	Q9H3N1
GO:0015036	Q9H3N1
GO:0034976	Q9H3N1
GO:0005794	Q9UJY4
GO:0005802	Q9UJY4
GO:0006886	Q9UJY4
GO:0006893	Q9UJY4
GO:0010008	Q9UJY4
GO:0030136	Q9UJY4
GO:0031267	Q9UJY4
GO:0031901	Q9UJY4
GO:0034394	Q9UJY4
GO:0035091	Q9UJY4
GO:0043001	Q9UJY4
GO:0043130	Q9UJY4
GO:0001570	Q9ULJ6
GO:0001701	Q9ULJ6
GO:0003007	Q9ULJ6
GO:0003713	Q9ULJ6
GO:0005634	Q9ULJ6
GO:0005654	Q9ULJ6
GO:0005737	Q9ULJ6
GO:0005829	Q9ULJ6
GO:0006357	Q9ULJ6
GO:0007179	Q9ULJ6
GO:0007296	Q9ULJ6
GO:0008270	Q9ULJ6
GO:0016925	Q9ULJ6
GO:0021852	Q9ULJ6
GO:0030374	Q9ULJ6
GO:0030521	Q9ULJ6
GO:0033233	Q9ULJ6
GO:0045582	Q9ULJ6
GO:0045747	Q9ULJ6
GO:0045944	Q9ULJ6
GO:0046332	Q9ULJ6
GO:0048146	Q9ULJ6
GO:0048589	Q9ULJ6
GO:0048844	Q9ULJ6
GO:0060395	Q9ULJ6
GO:0061665	Q9ULJ6
GO:0090398	Q9ULJ6
GO:1903508	Q9ULJ6
GO:0004864	O88480
GO:0005634	O88480
GO:0005737	O88480
GO:0006325	O88480
GO:0006334	O88480
GO:0014823	O88480
GO:0019904	O88480
GO:0030346	O88480
GO:0060548	O88480
GO:0000049	B2FU61
GO:0000287	B2FU61
GO:0005524	B2FU61
GO:0005737	B2FU61
GO:0016783	B2FU61
GO:0034227	B2FU61
GO:0051539	B2FU61
GO:0005634	Q80VD1
GO:0005654	Q80VD1
GO:0005737	Q80VD1
GO:0006479	Q80VD1
GO:0008276	Q80VD1
GO:0008284	Q80VD1
GO:0010628	Q80VD1
GO:0042802	Q80VD1
GO:0043231	Q80VD1
GO:0072669	Q80VD1
GO:0004177	Q3SZH7
GO:0004301	Q3SZH7
GO:0004463	Q3SZH7
GO:0005634	Q3SZH7
GO:0005654	Q3SZH7
GO:0005829	Q3SZH7
GO:0006508	Q3SZH7
GO:0008270	Q3SZH7
GO:0019370	Q3SZH7
GO:0043171	Q3SZH7
GO:0045148	Q3SZH7
GO:0070006	Q3SZH7
GO:0003712	Q3T8J9
GO:0005634	Q3T8J9
GO:0005654	Q3T8J9
GO:0006355	Q3T8J9
GO:0016604	Q3T8J9
GO:0000166	Q94522
GO:0004774	Q94522
GO:0004775	Q94522
GO:0004776	Q94522
GO:0005739	Q94522
GO:0006099	Q94522
GO:0009361	Q94522
GO:0005739	P55809
GO:0005759	P55809
GO:0007420	P55809
GO:0007507	P55809
GO:0007584	P55809
GO:0008260	P55809
GO:0009410	P55809
GO:0009725	P55809
GO:0014823	P55809
GO:0035774	P55809
GO:0042182	P55809
GO:0042594	P55809
GO:0042802	P55809
GO:0045471	P55809
GO:0046950	P55809
GO:0046952	P55809
GO:0060612	P55809
GO:0004103	Q22942
GO:0004305	Q22942
GO:0005524	Q22942
GO:0005737	Q22942
GO:0006646	Q22942
GO:0006657	Q22942
GO:0016310	Q22942
GO:0046872	Q22942
GO:0005524	Q5F356
GO:0005634	Q5F356
GO:0005764	Q5F356
GO:0005829	Q5F356
GO:0005886	Q5F356
GO:0010506	Q5F356
GO:0016308	Q5F356
GO:0016309	Q5F356
GO:0042803	Q5F356
GO:0061909	Q5F356
GO:0090119	Q5F356
GO:1902635	Q5F356
GO:0000212	G5EEM5
GO:0000776	G5EEM5
GO:0000922	G5EEM5
GO:0005737	G5EEM5
GO:0005813	G5EEM5
GO:0007017	G5EEM5
GO:0007051	G5EEM5
GO:0007052	G5EEM5
GO:0008017	G5EEM5
GO:0009792	G5EEM5
GO:0030951	G5EEM5
GO:0046785	G5EEM5
GO:0051010	G5EEM5
GO:0051231	G5EEM5
GO:0051298	G5EEM5
GO:0051301	G5EEM5
GO:0061673	G5EEM5
GO:0061863	G5EEM5
GO:0072687	G5EEM5
GO:1990498	G5EEM5
GO:0002119	G5EFI7
GO:0003677	G5EFI7
GO:0003700	G5EFI7
GO:0005634	G5EFI7
GO:0005667	G5EFI7
GO:0005737	G5EFI7
GO:0005783	G5EFI7
GO:0005789	G5EFI7
GO:0008233	G5EFI7
GO:0016324	G5EFI7
GO:0016540	G5EFI7
GO:0018996	G5EFI7
GO:0030154	G5EFI7
GO:0042395	G5EFI7
GO:0043565	G5EFI7
GO:0045178	G5EFI7
GO:0045893	G5EFI7
GO:0051963	G5EFI7
GO:1904799	G5EFI7
GO:0005085	A5D794
GO:0005096	A5D794
GO:0005768	A5D794
GO:0005829	A5D794
GO:0006897	A5D794
GO:0016020	A5D794
GO:0030139	A5D794
GO:0031267	A5D794
GO:0032794	A5D794
GO:0043087	A5D794
GO:0051223	A5D794
GO:0004672	Q17941
GO:0004674	Q17941
GO:0005516	Q17941
GO:0005524	Q17941
GO:0005547	Q17941
GO:0006468	Q17941
GO:0006935	Q17941
GO:0007635	Q17941
GO:0008286	Q17941
GO:0008340	Q17941
GO:0008582	Q17941
GO:0009898	Q17941
GO:0010468	Q17941
GO:0018105	Q17941
GO:0018107	Q17941
GO:0030424	Q17941
GO:0030425	Q17941
GO:0035556	Q17941
GO:0042771	Q17941
GO:0043025	Q17941
GO:0045087	Q17941
GO:0046872	Q17941
GO:0106310	Q17941
GO:1902074	Q17941
GO:1902911	Q17941
GO:0005576	P62810
GO:0010466	P62810
GO:0019731	P62810
GO:0030414	P62810
GO:0045087	P62810
GO:0005789	P51975
GO:0008202	P51975
GO:0047022	P51975
GO:0070524	P51975
GO:0102196	P51975
GO:0015207	Q1JPD8
GO:0015208	Q1JPD8
GO:0015245	Q1JPD8
GO:0016323	Q1JPD8
GO:0035344	Q1JPD8
GO:0042910	Q1JPD8
GO:0004930	Q96R08
GO:0004984	Q96R08
GO:0005549	Q96R08
GO:0005886	Q96R08
GO:0007186	Q96R08
GO:0007608	Q96R08
GO:0002376	Q496F6
GO:0004888	Q496F6
GO:0005886	Q496F6
GO:0005576	Q5JXM2
GO:0008168	Q5JXM2
GO:0032259	Q5JXM2
GO:0000785	Q9UBD0
GO:0000978	Q9UBD0
GO:0000981	Q9UBD0
GO:0003700	Q9UBD0
GO:0005634	Q9UBD0
GO:0005737	Q9UBD0
GO:0006357	Q9UBD0
GO:0000175	O00411
GO:0001018	O00411
GO:0003723	O00411
GO:0003896	O00411
GO:0003899	O00411
GO:0005739	O00411
GO:0005759	O00411
GO:0006390	O00411
GO:0006391	O00411
GO:0032991	O00411
GO:0034245	O00411
GO:0042645	O00411
GO:0043565	O00411
GO:0005743	P21914
GO:0005749	P21914
GO:0006099	P21914
GO:0006121	P21914
GO:0008177	P21914
GO:0009055	P21914
GO:0009060	P21914
GO:0022904	P21914
GO:0031966	P21914
GO:0046872	P21914
GO:0048039	P21914
GO:0051537	P21914
GO:0051538	P21914
GO:0051539	P21914
GO:0102040	P21914
GO:0001525	Q05397
GO:0001725	Q05397
GO:0001890	Q05397
GO:0001932	Q05397
GO:0001934	Q05397
GO:0003007	Q05397
GO:0003779	Q05397
GO:0004713	Q05397
GO:0004715	Q05397
GO:0004725	Q05397
GO:0005178	Q05397
GO:0005524	Q05397
GO:0005634	Q05397
GO:0005737	Q05397
GO:0005829	Q05397
GO:0005856	Q05397
GO:0005886	Q05397
GO:0005925	Q05397
GO:0005938	Q05397
GO:0006468	Q05397
GO:0007172	Q05397
GO:0007173	Q05397
GO:0007179	Q05397
GO:0007229	Q05397
GO:0007411	Q05397
GO:0008284	Q05397
GO:0008360	Q05397
GO:0008432	Q05397
GO:0010594	Q05397
GO:0010632	Q05397
GO:0010634	Q05397
GO:0010718	Q05397
GO:0010759	Q05397
GO:0010763	Q05397
GO:0014068	Q05397
GO:0016477	Q05397
GO:0018108	Q05397
GO:0019901	Q05397
GO:0019903	Q05397
GO:0022408	Q05397
GO:0030010	Q05397
GO:0030335	Q05397
GO:0033628	Q05397
GO:0035995	Q05397
GO:0036064	Q05397
GO:0038007	Q05397
GO:0038096	Q05397
GO:0042127	Q05397
GO:0042169	Q05397
GO:0043066	Q05397
GO:0043087	Q05397
GO:0043197	Q05397
GO:0043231	Q05397
GO:0043552	Q05397
GO:0045667	Q05397
GO:0045860	Q05397
GO:0046777	Q05397
GO:0048010	Q05397
GO:0048013	Q05397
GO:0048471	Q05397
GO:0048870	Q05397
GO:0051493	Q05397
GO:0051893	Q05397
GO:0051897	Q05397
GO:0060396	Q05397
GO:0090303	Q05397
GO:0120041	Q05397
GO:0140677	Q05397
GO:1900024	Q05397
GO:2000060	Q05397
GO:2000811	Q05397
GO:0000126	Q8CFK2
GO:0000995	Q8CFK2
GO:0001006	Q8CFK2
GO:0005634	Q8CFK2
GO:0006352	Q8CFK2
GO:0006383	Q8CFK2
GO:0017025	Q8CFK2
GO:0043488	Q8CFK2
GO:0045945	Q8CFK2
GO:0046872	Q8CFK2
GO:0070897	Q8CFK2
GO:0097550	Q8CFK2
GO:0005524	Q24546
GO:0007269	Q24546
GO:0007613	Q24546
GO:0008049	Q24546
GO:0008306	Q24546
GO:0008355	Q24546
GO:0009408	Q24546
GO:0016079	Q24546
GO:0030672	Q24546
GO:0043195	Q24546
GO:0048149	Q24546
GO:0051124	Q24546
GO:0071632	Q24546
GO:0072553	Q24546
GO:0004175	O70196
GO:0004252	O70196
GO:0005634	O70196
GO:0005737	O70196
GO:0005829	O70196
GO:0006508	O70196
GO:0030163	O70196
GO:0042277	O70196
GO:0070012	O70196
GO:0000139	P51572
GO:0005739	P51572
GO:0005783	P51572
GO:0005789	P51572
GO:0005811	P51572
GO:0005829	P51572
GO:0005886	P51572
GO:0006626	P51572
GO:0006888	P51572
GO:0006915	P51572
GO:0007204	P51572
GO:0007283	P51572
GO:0016020	P51572
GO:0030136	P51572
GO:0032471	P51572
GO:0032580	P51572
GO:0033116	P51572
GO:0034976	P51572
GO:0035584	P51572
GO:0042288	P51572
GO:0043280	P51572
GO:0044233	P51572
GO:0044877	P51572
GO:0051561	P51572
GO:0070973	P51572
GO:0097038	P51572
GO:0098553	P51572
GO:1903071	P51572
GO:1904154	P51572
GO:2001244	P51572
GO:0005096	Q9VYY9
GO:0005737	Q9VYY9
GO:0005768	Q9VYY9
GO:0005794	Q9VYY9
GO:0030334	Q9VYY9
GO:0031267	Q9VYY9
GO:0031982	Q9VYY9
GO:0032880	Q9VYY9
GO:0043087	Q9VYY9
GO:0090630	Q9VYY9
GO:0001700	Q9VNV3
GO:0003682	Q9VNV3
GO:0003712	Q9VNV3
GO:0003724	Q9VNV3
GO:0004518	Q9VNV3
GO:0004527	Q9VNV3
GO:0005524	Q9VNV3
GO:0005634	Q9VNV3
GO:0006302	Q9VNV3
GO:0007283	Q9VNV3
GO:0008033	Q9VNV3
GO:0008143	Q9VNV3
GO:0016887	Q9VNV3
GO:0032508	Q9VNV3
GO:0033677	Q9VNV3
GO:0048477	Q9VNV3
GO:0000785	P42124
GO:0003677	P42124
GO:0003682	P42124
GO:0005634	P42124
GO:0006357	P42124
GO:0007411	P42124
GO:0009948	P42124
GO:0022008	P42124
GO:0031507	P42124
GO:0035097	P42124
GO:0035098	P42124
GO:0035186	P42124
GO:0042054	P42124
GO:0043565	P42124
GO:0045892	P42124
GO:0046974	P42124
GO:0046976	P42124
GO:0098532	P42124
GO:0140718	P42124
GO:0140951	P42124
GO:1902692	P42124
GO:0004719	Q27869
GO:0005737	Q27869
GO:0005829	Q27869
GO:0032259	Q27869
GO:0036211	Q27869
GO:0042742	Q27869
GO:0000791	P30189
GO:0002168	P30189
GO:0003677	P30189
GO:0003916	P30189
GO:0003917	P30189
GO:0005634	P30189
GO:0005700	P30189
GO:0005703	P30189
GO:0005730	P30189
GO:0005737	P30189
GO:0005829	P30189
GO:0006260	P30189
GO:0006265	P30189
GO:0007059	P30189
GO:0030261	P30189
GO:0045995	P30189
GO:0048477	P30189
GO:0003723	Q95ZE8
GO:0003735	Q95ZE8
GO:0006412	Q95ZE8
GO:0022626	Q95ZE8
GO:0043524	Q95ZE8
GO:1990904	Q95ZE8
GO:0000049	P41252
GO:0001649	P41252
GO:0002161	P41252
GO:0004822	P41252
GO:0005524	P41252
GO:0005654	P41252
GO:0005737	P41252
GO:0005829	P41252
GO:0006418	P41252
GO:0006428	P41252
GO:0016020	P41252
GO:0017101	P41252
GO:0051020	P41252
GO:0070062	P41252
GO:0001725	Q9Y4D1
GO:0003779	Q9Y4D1
GO:0005829	Q9Y4D1
GO:0005886	Q9Y4D1
GO:0016020	Q9Y4D1
GO:0030036	Q9Y4D1
GO:0031267	Q9Y4D1
GO:0031514	Q9Y4D1
GO:0036064	Q9Y4D1
GO:0042802	Q9Y4D1
GO:0060071	Q9Y4D1
GO:0000987	Q9U405
GO:0003700	Q9U405
GO:0005634	Q9U405
GO:0006357	Q9U405
GO:0007143	Q9U405
GO:0007279	Q9U405
GO:0007343	Q9U405
GO:0007349	Q9U405
GO:0008270	Q9U405
GO:0045143	Q9U405
GO:0045944	Q9U405
GO:0003993	Q9VV72
GO:0005886	Q9VV72
GO:0007424	Q9VV72
GO:0009897	Q9VV72
GO:0016311	Q9VV72
GO:0016323	Q9VV72
GO:0016324	Q9VV72
GO:0030175	Q9VV72
GO:0034417	Q9VV72
GO:0051491	Q9VV72
GO:0052745	Q9VV72
GO:0052826	Q9VV72
GO:0070062	Q9VV72
GO:0070161	Q9VV72
GO:0000122	P70284
GO:0000978	P70284
GO:0001227	P70284
GO:0001843	P70284
GO:0003682	P70284
GO:0005634	P70284
GO:0005654	P70284
GO:0007368	P70284
GO:0008283	P70284
GO:0008285	P70284
GO:0008432	P70284
GO:0009953	P70284
GO:0010470	P70284
GO:0010629	P70284
GO:0030182	P70284
GO:0035881	P70284
GO:0038092	P70284
GO:0048144	P70284
GO:0048146	P70284
GO:0048387	P70284
GO:0060041	P70284
GO:0070410	P70284
GO:1902871	P70284
GO:1990837	P70284
GO:0003842	Q7SY23
GO:0005759	Q7SY23
GO:0010133	Q7SY23
GO:0000976	P35710
GO:0000978	P35710
GO:0000981	P35710
GO:0000987	P35710
GO:0001502	P35710
GO:0001701	P35710
GO:0002062	P35710
GO:0003700	P35710
GO:0005634	P35710
GO:0005667	P35710
GO:0006357	P35710
GO:0021953	P35710
GO:0032332	P35710
GO:0045165	P35710
GO:0045892	P35710
GO:0048709	P35710
GO:0051216	P35710
GO:0055059	P35710
GO:0060164	P35710
GO:0061036	P35710
GO:0071560	P35710
GO:2000741	P35710
GO:0000165	P70478
GO:0000281	P70478
GO:0000776	P70478
GO:0001708	P70478
GO:0001822	P70478
GO:0001935	P70478
GO:0001937	P70478
GO:0001942	P70478
GO:0002020	P70478
GO:0005634	P70478
GO:0005737	P70478
GO:0005813	P70478
GO:0005874	P70478
GO:0005886	P70478
GO:0005912	P70478
GO:0005923	P70478
GO:0005938	P70478
GO:0006915	P70478
GO:0006974	P70478
GO:0007019	P70478
GO:0007026	P70478
GO:0007091	P70478
GO:0007094	P70478
GO:0007155	P70478
GO:0007163	P70478
GO:0007389	P70478
GO:0007399	P70478
GO:0007409	P70478
GO:0008013	P70478
GO:0008017	P70478
GO:0008283	P70478
GO:0008285	P70478
GO:0008286	P70478
GO:0009410	P70478
GO:0009798	P70478
GO:0009952	P70478
GO:0009953	P70478
GO:0009954	P70478
GO:0010632	P70478
GO:0010761	P70478
GO:0010763	P70478
GO:0010942	P70478
GO:0015630	P70478
GO:0016055	P70478
GO:0016328	P70478
GO:0016342	P70478
GO:0016477	P70478
GO:0019827	P70478
GO:0019887	P70478
GO:0019901	P70478
GO:0030027	P70478
GO:0030163	P70478
GO:0030178	P70478
GO:0030334	P70478
GO:0030335	P70478
GO:0030424	P70478
GO:0030425	P70478
GO:0030426	P70478
GO:0030672	P70478
GO:0030856	P70478
GO:0030877	P70478
GO:0031016	P70478
GO:0031116	P70478
GO:0031122	P70478
GO:0031175	P70478
GO:0031253	P70478
GO:0031274	P70478
GO:0031625	P70478
GO:0031965	P70478
GO:0032587	P70478
GO:0032886	P70478
GO:0032991	P70478
GO:0033077	P70478
GO:0034750	P70478
GO:0035019	P70478
GO:0042476	P70478
GO:0042483	P70478
GO:0042995	P70478
GO:0043025	P70478
GO:0043065	P70478
GO:0043066	P70478
GO:0043409	P70478
GO:0043588	P70478
GO:0044295	P70478
GO:0044306	P70478
GO:0044336	P70478
