OG	Model	wAIC	LRT	Coeff_inter	Coeff_slope	phyCorrelation	Category	binOne	binZero
OG0002710	fitBMS	0.246920999972068	1	1.34517813695232	-0.209505246546195	0.00708554913144865	ovulipar	16	26
OG0002712	fitOU1	0.148947931226963	1	-1.97105506530389	0.457904893951898	0.00883551698377735	ovulipar	16	25
OG0002713	fitOU1	0.285337797102555	0.685747640300143	-0.15076050080819	0.105299373603476	0.000990544573653143	ovulipar	12	23
OG0002714	fitOUMA	0.960774396870241	0.00375878004014392	-0.565867032437204	0.740699325482754	0.0124387419422646	ovulipar	17	23
OG0002717	fitOU1	0.282047512209343	0.717042282861324	0.725286134729816	0.0461092784556085	0.00139601164100114	ovulipar	16	25
OG0002718	fitBMS	0.290173510860682	0.646049618389369	-0.159566593128706	0.244422338113223	0.000754639922485426	ovulipar	17	24
OG0002719	fitOU1	0.26921451198658	0.957972564241407	2.11505300007404	-0.40958068745233	0.00858452262437447	ovulipar	17	25
OG0002720	fitOU1	0.324493850551357	0.465093647249847	0.00805349530889143	0.141615548980852	0.00286923722973334	ovulipar	15	24
OG0002722	fitOU1	0.319270782745722	0.485829291658077	0.738872709270681	-0.104618647556065	0.00283806667467539	ovulipar	16	26
OG0002727	fitBMS	0.266783484570685	1	1.63194674217711	-0.275309552950303	0.00266615448004999	ovulipar	16	26
OG0002729	fitOU1	0.150465291002488	1	-0.944541022759966	0.121941330907575	0.00252013330865	ovulipar	15	20
OG0002736	fitOU1	0.282661664895473	0.710873445824735	-0.148205230122224	0.0858643061931813	0.00300967163684245	ovulipar	17	25
OG0002739	fitOU1	0.313899497152567	0.509012075570671	-1.13780781959054	0.200404492507152	0.00430231353479122	ovulipar	14	26
OG0002740	fitBMS	0.420834146329136	0.243312335213926	-0.885010915330849	0.162758707883485	0.00539495674335895	ovulipar	15	24
OG0002741	fitOU1	0.320580701304388	0.480472276689657	0.0765030331870572	0.11602543065541	0.00405769282853492	ovulipar	17	26
OG0002743	fitOUMV	0.359749041266703	0.357376040533732	-0.994669454920461	0.261304897792758	0.0020677760322005	ovulipar	17	25
OG0002745	fitOU1	0.338502288008076	0.416542767215529	0.379547878793147	-0.0407843479034364	0.00334374793221585	ovulipar	16	24
OG0002746	fitBMS	0.300757231064564	0.576082486980458	0.127143505692437	0.011203924683156	0.00186842559055409	ovulipar	16	18
OG0002747	fitBM1	0.422333658136952	0.241194582185498	-0.0427555050625278	-0.000965887146640207	0.00180864121352084	ovulipar	15	24
OG0002748	fitBMS	0.336693062340359	0.422313681952202	-0.369006967123144	0.284653057340414	0.0134750945911454	ovulipar	16	24
OG0002749	fitBMS	0.312252001505552	0.516550020021853	-0.0660190690032754	0.157703236034597	0.00311962719207176	ovulipar	16	25
OG0002750	fitOU1	0.294611589356886	0.614399089821986	0.791082069815767	0.0119008133998626	0.00125130862310892	ovulipar	17	24
OG0002755	fitOUM	0.998028038240274	0.000143662259527419	8.05734498568727	-2.16329147366998	0.0210383087155174	ovulipar	16	25
OG0002758	fitOUM	0.344763236209909	0.397550589449403	0.0755207484096544	0.0130960843726871	0.00132799615567547	ovulipar	17	25
OG0002760	fitBMS	0.326819835899707	0.456366219113754	1.0903606058436	-0.0985806313749493	0.00498942903476859	ovulipar	16	25
OG0002763	fitOU1	0.311426257353147	0.520410185204205	0.550692991823619	-0.000435799551921745	0.0049591677125854	ovulipar	16	26
OG0002766	fitOU1	0.335094354140601	0.427526296054486	0.349755037524569	0.233497818107128	0.0028686032171481	ovulipar	16	21
OG0002767	fitOU1	0.319997529982684	0.482843693734938	0.223919585204567	0.0544173729741279	0.00251547654906447	ovulipar	14	23
OG0002770	fitBMS	0.288591883731674	0.658349665425643	0.339652132908291	-0.0362490227060194	0.000909714523103714	ovulipar	15	20
OG0002771	fitBMS	0.214308682350041	1	-1.17897597645357	0.174964268335678	0.00458912027864721	ovulipar	14	23
OG0002776	fitBMS	0.403141619714582	0.270301542540154	2.19322143127532	-0.538061293228979	0.0122752941625039	ovulipar	17	25
OG0002778	fitOUM	0.329159663972724	0.447875197415535	-0.746012568004861	0.524493226215115	0.00468022608471963	ovulipar	16	21
OG0002779	fitBMS	0.296388881806939	0.602733278382129	0.222863019790072	0.0305063407927026	0.00226840474486601	ovulipar	17	25
