OG	Model	aic.weight	Tree_size	Mean_trait	Perm_test
OG0000393	fitOU1	0.563357151195388	38	3.27246521817036	0.027888446215165
NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA
OG0000396	fitWhite	0.807119259677763	18	-0.390903380211839	0.5577689243028
NA	NA	NA	NA	NA	NA
OG0000398	fitBMS	0.415807088703111	37	3.19062597365596	0.00398406374504612
OG0000399	fitOU1	0.517611416805593	37	4.09734928681644	0.0159362549801055
NA	NA	NA	NA	NA	NA
OG0000401	fitBMS	0.791866760611433	40	5.22207888999491	0.00398406374504612
OG0000402	fitWhite	0.771143552357791	17	1.34919940726035	0.529880478087662
NA	NA	NA	NA	NA	NA
OG0000404	fitOUMV	0.923618641606562	38	2.07635813014857	0.00796812749006592
NA	NA	NA	NA	NA	NA
OG0000406	fitBM1	0.576447970035218	39	4.64001770209921	0.00398406374504612
OG0000407	fitOU1	0.670653725272847	36	3.64891499659681	0.00398406374504612
OG0000408	fitBM1	0.636513006861043	18	1.9432106871848	0.00796812749006592
NA	NA	NA	NA	NA	NA
OG0000410	fitBMS	0.954074718535389	36	4.07377405984314	0.00398406374504612
OG0000411	fitOU1	0.359944980873009	39	3.29345069030873	0.00796812749006592
OG0000412	fitOUM	0.34572548587101	17	2.66720153544723	0.0199203187251253
OG0000413	fitOU1	0.603504309570667	39	4.8477171395335	0.00398406374504612
NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA
OG0000416	fitWhite	0.778610818936466	20	-0.350017847143033	0.545816733067741
NA	NA	NA	NA	NA	NA
OG0000418	fitBMS	0.963269977381747	19	2.87896271679891	0.0557768924303037
NA	NA	NA	NA	NA	NA
OG0000420	fitOU1	0.49671987079071	40	3.91717280741694	0.00398406374504612
NA	NA	NA	NA	NA	NA
OG0000422	fitOU1	0.9771924987099	15	1.1479975867406	0.689243027888454
OG0000423	fitBMS	0.4196905534526	38	2.78965595122149	0.00398406374504612
