OG	Model	mean_expr	species_nr	sigma2	alpha	ovuliparity.sigma2	oviparity.sigma2	hemotrophic_viviparous.sigma2	ovuliparity.alpha	oviparity.alpha	hemotrophic_viviparous.alpha	ovuliparity.theta	oviparity.theta	hemotrophic_viviparous.theta	ovuliparity.theta.se	oviparity.theta.se	hemotrophic_viviparous.theta.se	theta	theta.anc	theta.se	theta.anc.se
OG0004274	BM1	-1.6134779731657	18	0.0127516578359653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.50093967028039e-07	-1.82152864977804	1.09211334263881e-07	1.32538021468235
OG0004275	OU1	-0.789840001304809	26	0.0574913815360228	0.00682130708047447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.895078327845359	NA	0.52536315792428	NA
OG0004276	OUM	0.856903582703483	22	4.10138605258558	0.326252117160351	NA	NA	NA	NA	NA	NA	-1.34455884262568	1.15327844096308	7.88450297305487	0.886397723499237	0.723740764652438	1.77279529026056	NA	NA	NA	NA
OG0004277	OU1	-1.20663153685234	29	0.153090291532171	0.00927885319727643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.36694274002848	NA	0.648982935564936	NA
OG0004278	OU1	-1.13543525264287	17	0.163569541354666	0.00621393402986984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.87015831558423	NA	1.04086534061311	NA
OG0004280	OU1	-1.76889586315113	29	0.0156897377410571	0.00215993919397065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.32368376202719	NA	0.502886385723269	NA
OG0004281	BMS	1.20169762897086	17	NA	NA	0.00208519607537595	0.00384435945410452	0.445323300412706	NA	NA	NA	-6062452.34116675	6064429.91820316	-1977.57742982146	10727815.2810894	10731314.7034282	3499.42303498476	NA	0.219529911027216	NA	0.88304520346023
OG0004282	OUM	-1.51403334296331	26	1.6311578964393	0.430294031769505	NA	NA	NA	NA	NA	NA	-2.41432286213852	-0.660934450277778	-2.79489655812041	0.458911611186113	0.368010141152309	0.794858188731744	NA	NA	NA	NA
OG0004283	BMS	-0.263725461463729	23	NA	NA	0.00700027931350052	0.00625472358556631	0.438852172034541	NA	NA	NA	15993010.0035276	-16018815.0827467	25805.0928441863	12014213.1783951	12033598.3799772	19385.2118175345	NA	-0.767906089402779	NA	0.949894547266879
OG0004287	OU1	-0.577323328491366	25	0.0390932828171309	0.00494102443947957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.80713160403923	NA	0.51088226942527	NA
OG0004295	OUMV	-0.946188034465867	22	NA	0.845881027145742	0.845881027145742	0.356276521607565	1e-09	NA	NA	NA	-1.77575477883084	0.178522823940931	-4.26266787142736	0.644048957142017	0.413288863488243	7.03660759670253e-05	NA	NA	NA	NA
OG0004297	BM1	0.739378141205318	20	0.0166390548213507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.85936047991789e-08	0.347009752448794	1.29337889779245e-07	1.56963451896886
